"","name","aqi","idx","lat","lon","url","dominentpol","time","tz","t","h","p","pm10","so2","no2","pm25","co","o3","w","r","wd","d","pol","uvi","mepaqi","pm1","time_estern"
"321","Tlaquepaque, Guadalajara",NA,390,20.641445843732,-103.31262961377,"http://aqicn.org/city/mexico/guadalajara/tlaquepaque/","","2017-03-28 17:00:00","-06:00",32.939,5.0299,1021,22,0.5,8.2,NA,4.6,24,5.6546,NA,29.053,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"322","Vallarta, Guadalajara",68,391,20.680450840176,-103.39873310432,"http://aqicn.org/city/mexico/guadalajara/vallarta/","pm10","2017-03-29 10:00:00","-06:00",32.01,5.9676,1021,68,2.5,8,NA,5.1,47.4,11.647,NA,263.41,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"323","Pachuca Centro, Hgo",85,392,20.120195464739,-98.740000744464,"http://aqicn.org/city/mexico/hgo/pachuca-centro/","pm25","2017-03-28 18:00:00","-06:00",21.2352,15.1211,570.135,5,4.7,10.7,85,5.6,61.4,0.555321,0.2,277.287,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"324","Irapuato Bomberos, Irapuato",152,393,20.674779695762,-101.35569204208,"http://aqicn.org/city/mexico/irapuato/irapuato-bomberos/","pm25","2017-03-29 10:00:00","-06:00",18.15,34,1024,129,11.5,30.6,152,0.1,6.4,1,NA,45.8,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"325","T21, León",102,394,21.10868,-101.68874,"http://aqicn.org/city/mexico/leon/t21/","pm10","2017-03-29 10:00:00","-06:00",19.15,25,1024,102,15.8,10.6,NA,17.3,12.1,1,NA,177.6,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"326","Nativitas, Salamanca",104,395,20.570367344035,-101.19007817525,"http://aqicn.org/city/mexico/salamanca/nativitas/","pm10","2017-03-29 10:00:00","-06:00",18.15,34,1024,104,17.2,24.9,NA,25.5,4.8,1.6,NA,216.7,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"327","Metepec, Toluca",68,396,19.270192914173,-99.595307048355,"http://aqicn.org/city/mexico/toluca/metepec/","pm25","2017-03-28 17:00:00","-06:00",22.2,19.9,559,33,8.6,15.8,68,4.2,39.2,1.72,0.14,251.6,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"328","Toluca Centro, Toluca",65,397,19.294298341379,-99.655297086786,"http://aqicn.org/city/mexico/toluca/toluca-centro/","pm25","2017-03-28 17:00:00","-06:00",21.4,36.1,554,30,11.5,28.8,65,4.7,28.1,1.99,0.25,290.1,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"329","Villa de las Flores, México",NA,398,19.658223,-99.09659,"http://aqicn.org/city/mexico/mexico/villa-de-las-flores/","","2017-03-28 18:00:00","-06:00",26.6,15,NA,32,4.3,8.4,59,2.3,44.8,9.7,NA,242,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"330","Acolman, México",NA,399,19.635501,-98.912003,"http://aqicn.org/city/mexico/mexico/acolman/","","2017-03-28 18:00:00","-06:00",20.04,39,NA,50,1.6,8.4,86,23.5,30.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"331","Tultitlan, México",70,400,19.601973592327,-99.176832931342,"http://aqicn.org/city/mexico/mexico/tultitlan/","pm25","2017-03-28 18:00:00","-06:00",23.75,33,NA,36,2.9,9.3,70,2.3,43.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"332","San Agunstín, México",NA,401,19.532251530332,-99.029948820132,"http://aqicn.org/city/mexico/mexico/san-agunstin/","","","-0500",7.88,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"333","Xalostoc, México",NA,402,19.525995,-99.0824,"http://aqicn.org/city/mexico/mexico/xalostoc/","","2017-03-28 18:00:00","-06:00",24.6,22,NA,52,1.5,26.9,68,8.9,44.8,14.5,NA,198,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"334","Tlaneplantla, México",NA,403,19.528397053703,-99.204241583862,"http://aqicn.org/city/mexico/mexico/tlaneplantla/","","","-0500",7.88,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"335","Merced, México",NA,404,19.42461,-99.119594,"http://aqicn.org/city/mexico/mexico/merced/","","2017-03-29 02:00:00","-06:00",25.3,22,1024.5,20,5.8,24.1,59,8.9,36.1,11.3,NA,248,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"336","Iztacalco, México",NA,405,19.384413,-99.117641,"http://aqicn.org/city/mexico/mexico/iztacalco/","","2017-03-28 18:00:00","-06:00",14.165,29,1024.5,28,2.9,12.1,59,5.6,45.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"337","Pedregal, México",18,407,19.325146,-99.204136,"http://aqicn.org/city/mexico/mexico/pedregal/","pm10","2017-03-29 09:00:00","-06:00",24.8,22,1024.5,18,4.3,7.5,55,1.2,45.6,13.5,NA,236,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"338","Santa Ursula, México",NA,408,19.313687302949,-99.149667649478,"http://aqicn.org/city/mexico/mexico/santa-ursula/","","","-0500",12.28,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"339","Tlahuac, México",NA,409,19.246459,-99.010564,"http://aqicn.org/city/mexico/mexico/tlahuac/","","2017-03-28 18:00:00","-06:00",24.3,27,1024.5,20,2.9,8.4,50,4.5,53.3,17.1,NA,218,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"340","FES Acatlán, México",42,410,19.482473,-99.243524,"http://aqicn.org/city/mexico/mexico/fes-acatlan/","pm25","2017-03-29 09:00:00","-06:00",27.2,15,1024.5,42,1.5,6.5,42,2.3,44,10.6,NA,251,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"341","Hospital General de México, México",NA,411,19.411617,-99.152207,"http://aqicn.org/city/mexico/mexico/hospital-general-de-mexico/","","2017-03-28 18:00:00","-06:00",25,20,1024.5,30,1.5,15.8,57,4.5,43.2,13,NA,228,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"342","Santa Fe, México",34,412,19.3863928,-99.2255625,"http://aqicn.org/city/mexico/mexico/santa-fe/","pm25","2017-03-29 10:00:00","-06:00",16.3,30,1024.5,20,1.5,12.1,34,1.2,31.2,1.9,NA,218,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"343","Coyoacán, México",11,413,19.350258,-99.157101,"http://aqicn.org/city/mexico/mexico/coyoacan/","pm10","2017-03-29 08:00:00","-06:00",12.57,33,1024,11,1.5,8.4,59,4.5,46.5,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"344","Escuela E-10",53,414,-22.085518710314,-70.188682515839,"http://aqicn.org/city/chile/escuela-e-10/","pm25","2017-03-29 13:00:00","-03:00",20.39,86,NA,49,42.5,22.8,53,6,3.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"345","Complejo Deportivo 23 de Marzo",47,416,-22.460270722943,-68.937706917007,"http://aqicn.org/city/chile/complejo-deportivo-23-de-marzo/","pm25","2017-03-29 11:00:00","-03:00",17.15,45,1027,29,1.2,NA,47,4.3,10.3,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"346","Colegio Pedro Vergara Keller",57,417,-22.44283906304,-68.932546346863,"http://aqicn.org/city/chile/colegio-pedro-vergara-keller/","pm25","2017-03-29 11:00:00","-03:00",17.15,45,1027,40,1.2,NA,57,4.3,10.3,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"347","Antofagasta",40,418,-23.61354215815,-70.383315682411,"http://aqicn.org/city/chile/antofagasta/","pm25","2017-03-29 11:00:00","-03:00",20.15,72,1015,32,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"348","Rancagua I",48,419,-34.162314609087,-70.713919225517,"http://aqicn.org/city/chile/rancagua-i/","pm10","2017-03-29 13:00:00","-03:00",18.28,59,1017,48,1.5,NA,46,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"349","Rancagua II",56,420,-34.143888375919,-70.737131207664,"http://aqicn.org/city/chile/rancagua-ii/","pm25","2017-03-29 12:00:00","-03:00",18.28,59,1017,46,1.5,NA,56,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"350","La Florida",52,421,-33.516630362266,-70.588123961971,"http://aqicn.org/city/chile/la-florida/","pm10","2017-03-29 12:00:00","-03:00",18.23,59,1017,52,3.8,8.9,28,16.5,16.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"351","Curicó",40,422,-34.974925077541,-71.233967512329,"http://aqicn.org/city/chile/curico/","pm25","2017-03-29 12:00:00","-03:00",19.44,46,1016,32,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"352","U.C. Maule",45,423,-35.435725588722,-71.619553864003,"http://aqicn.org/city/chile/u.c.-maule/","pm25","2017-03-29 11:00:00","-03:00",17.84,63,985.98,35,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"353","Universidad de Talca",43,424,-35.406582744695,-71.633396474869,"http://aqicn.org/city/chile/universidad-de-talca/","pm10","2017-03-29 12:00:00","-03:00",17.84,63,985.98,43,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"354","Las Encinas Temuco",41,425,-38.74869912298,-72.620788228172,"http://aqicn.org/city/chile/las-encinas-temuco/","pm25","2017-03-29 11:00:00","-03:00",16.04,77,1010.3,28,NA,NA,41,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"355","Padre Las Casas II",49,426,-38.764767451719,-72.598795682209,"http://aqicn.org/city/chile/padre-las-casas-ii/","pm25","2017-03-29 12:00:00","-03:00",16.04,77,1010.3,27,NA,NA,49,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"356","Museo Ferroviario",6,427,-38.725302444781,-72.571192550926,"http://aqicn.org/city/chile/museo-ferroviario/","pm10",NA,"2017-01-09 10:00:00",15,88,1009,6,NA,NA,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"357","Osorno",101,428,-40.584478665958,-73.11871982209,"http://aqicn.org/city/chile/osorno/","pm25","2017-03-29 12:00:00","-03:00",17.15,55,1016,43,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"358","Independencia",55,429,-33.422301,-70.651162,"http://aqicn.org/city/chile/independencia/","pm25","2017-03-29 12:00:00","-03:00",18.38,68,1019,51,NA,13.6,55,6,11.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"359","Las Condes",64,430,-33.37677352033,-70.523326784061,"http://aqicn.org/city/chile/las-condes/","pm25","2017-03-29 11:00:00","-03:00",18.39,68,1019,56,NA,1.2,64,5.9,14.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"360","Parque O'Higgins",52,431,-33.464142,-70.660797,"http://aqicn.org/city/chile/parque-ohiggins/","pm10","2017-03-29 13:00:00","-03:00",18.38,68,1019,52,NA,9.2,50,NA,19.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"361","Pudahuel",45,432,-33.437811379126,-70.750171233135,"http://aqicn.org/city/chile/pudahuel/","pm25","2017-03-29 12:00:00","-03:00",18.38,68,1019,44,NA,6.2,45,4.6,14.7,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"362","El Bosque",64,434,-33.547099645619,-70.666204101852,"http://aqicn.org/city/chile/el-bosque/","pm25","2017-03-29 12:00:00","-03:00",18.28,59,1017,51,0.5,9.7,64,7.6,15.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"363","Cerro Navia",41,435,-33.433089610143,-70.732147868717,"http://aqicn.org/city/chile/cerro-navia/","pm10","2017-03-29 13:00:00","-03:00",18.38,68,1019,41,NA,2.1,26,2.7,21.7,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"364","Puente Alto",53,436,-33.591390623022,-70.594788,"http://aqicn.org/city/chile/puente-alto/","pm25","2017-03-29 12:00:00","-03:00",18.28,59,1017,53,4.3,2.3,53,14,14.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"365","Talagante",43,437,-33.673752071375,-70.953064737434,"http://aqicn.org/city/chile/talagante/","pm25","2017-03-29 11:00:00","-03:00",18.23,59,1017,34,2.3,2.3,43,1.5,11.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"366","Quilicura",NA,438,-33.365775677885,-70.748288055225,"http://aqicn.org/city/chile/quilicura/","pm10","2016-04-28 19:00:00","-0300",15.66,93,1018,83,NA,32.7,115,12.4,2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"367","Valdivia",85,439,-39.831316104673,-73.22851282209,"http://aqicn.org/city/chile/valdivia/","pm25","2017-03-29 11:00:00","-03:00",13.15,100,1016,35,2,NA,85,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"368","Bomberos",75,440,-22.111064,-70.210828,"http://aqicn.org/city/chile/bomberos/","pm25","2017-03-29 13:00:00","-03:00",20.88,84,NA,54,0.2,17.1,75,6.2,3.7,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"369","Bomberos",154,6504,20.67495,-101.355873,"http://aqicn.org/city/mexico/guanajuato/bomberos/","pm10","2017-03-29 10:00:00","-06:00",20.15,30,1024,154,11.5,27.6,152,0.1,17.4,1,NA,45.8,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"370","Estación Centro",61,441,-22.462144644634,-68.92806169339,"http://aqicn.org/city/chile/estacion-centro/","pm25","2017-03-29 12:00:00","-03:00",21.15,30,1026,29,4.9,NA,61,4.3,13.7,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"371","INIA, Chillán",22,442,-36.594880886514,-72.089253650482,"http://aqicn.org/city/chile/inia--chillan/","pm10","2017-03-29 13:00:00","-03:00",17.82,72,1017,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"372","Puren",40,443,-36.616167751711,-72.093040558483,"http://aqicn.org/city/chile/puren/","pm25","2017-03-29 12:00:00","-03:00",17.82,72,1017,29,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"373","21 de mayo",55,444,-37.471182288689,-72.36146284977,"http://aqicn.org/city/chile/21-de-mayo/","pm10","2017-03-29 13:00:00","-03:00",17.82,72,1017,55,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"374","Coyhaique",163,445,-45.57996447948,-72.061125987766,"http://aqicn.org/city/chile/coyhaique/","pm25","2017-03-29 12:00:00","-03:00",13.85,93,1015,74,NA,NA,163,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"375","Dongcheng Dongsi",168,446,39.929,116.417,"http://aqicn.org/city/beijing/dongchengdongsi/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,88,11.2,21.1,168,6.4,25.6,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"376","Temple of Heaven, Dongcheng",171,447,39.886,116.407,"http://aqicn.org/city/beijing/dongchengtiantan/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,73,7.1,20.2,171,6.4,24,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"377","West Park officials",171,448,39.929,116.339,"http://aqicn.org/city/beijing/xichengguanyuan/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,94,7.6,30.2,171,6.4,17.5,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"378","Wanshou Temple",169,449,39.878,116.352,"http://aqicn.org/city/beijing/xichengwanshouxigong/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,89,8.7,26.6,169,7.3,17.9,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"379","Chaoyang Olympic Sports Center",169,450,39.982,116.397,"http://aqicn.org/city/beijing/chaoyangaotizhongxin/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,87,7.1,31.1,169,5.5,18.3,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"380","Chaoyang Agricultural Exhibition Hall",168,451,39.937,116.461,"http://aqicn.org/city/beijing/chaoyangnongzhanguan/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,87,14.2,14.2,168,6.4,33.8,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"381","Haidian Wanliu",176,452,39.987,116.287,"http://aqicn.org/city/beijing/haidianwanliu/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,98,6.1,46.7,176,8.2,7.4,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"382","The Haidian northern New Area",235,453,40.09,116.174,"http://aqicn.org/city/beijing/haidianbeibuxinqu/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,128,2.1,37.1,235,11.8,1.3,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"383","Haidian Beijing Botanical Garden",180,454,40.002,116.207,"http://aqicn.org/city/beijing/haidianbeijingzhiwuyuan/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,87,4.1,28.8,180,12.7,11.4,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"384","Fengtai garden",175,455,39.863,116.279,"http://aqicn.org/city/beijing/fengtaihuayuan/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,95,7.6,47.6,175,7.3,2.1,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"385","Fengtai Yungang",185,456,39.824,116.146,"http://aqicn.org/city/beijing/fengtaiyungang/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,107,4.6,30.2,185,8.2,13,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"386","Shijingshan city",186,457,39.914,116.184,"http://aqicn.org/city/beijing/shijingshangucheng/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,109,5.1,38.9,186,10,18.7,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"387","Fangshan, Liangxiang",170,458,39.742,116.136,"http://aqicn.org/city/beijing/fangshanliangxiang/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,102,9.7,25.2,170,7.3,23.6,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"388","Huangcunzhen, Daxing",165,459,39.718,116.404,"http://aqicn.org/city/beijing/daxinghuangcunzhen/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,85,16.3,17.4,165,3.7,29.7,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"389","BDA",174,460,39.795,116.506,"http://aqicn.org/city/beijing/yizhuangkaifaqu/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,82,4.6,20.6,174,6.4,36.6,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"390","Tongzhou New Town",174,461,39.886,116.663,"http://aqicn.org/city/beijing/tongzhouxincheng/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,85,5.1,25.2,174,5.5,27.3,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"391","Shunyi New Town ",198,462,40.127,116.655,"http://aqicn.org/city/beijing/shunyixincheng/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,119,8.2,55.7,198,17.2,0.9,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"392","Changping Town",190,463,40.217,116.23,"http://aqicn.org/city/beijing/changpingzhen/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,91,2.6,18.3,190,9.1,27.7,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"393","Mentougou, Longquan Town",197,464,39.937,116.106,"http://aqicn.org/city/beijing/mentougoulongquanzhen/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,102,3.6,44.8,197,10,6.1,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"394","Pinggu town",186,465,40.143,117.1,"http://aqicn.org/city/beijing/pingguzhen/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,108,3.1,14.2,186,7.3,28.1,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"395","Huairou town",190,466,40.328,116.628,"http://aqicn.org/city/beijing/huairouzhen/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,92,2.6,11.5,190,7.3,27.3,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"396","The town of Miyun",184,467,40.37,116.832,"http://aqicn.org/city/beijing/miyunzhen/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,91,2.6,31.6,184,7.3,11,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"397","Yanqing town",184,468,40.453,115.972,"http://aqicn.org/city/beijing/yanqingzhen/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,87,4.1,27,184,8.2,20.8,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"398","Changping Dingling",190,469,40.292,116.22,"http://aqicn.org/city/beijing/changpingdingling/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,89,3.1,13.3,190,6.4,34.6,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"399","Badaling Northwest",171,470,40.365,115.988,"http://aqicn.org/city/beijing/jingxibeibadaling/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,80,4.1,43.9,171,5.5,8.2,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"400","Miyun Reservoir",177,471,40.499,116.911,"http://aqicn.org/city/beijing/jingdongbeimiyunshuiku/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,8,2.6,10.1,177,4.6,28.9,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"401","Donggaocun Zhen, Pinggu",168,472,40.1,117.12,"http://aqicn.org/city/beijing/jingdongdonggaocun/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,57,6.1,9.6,168,4.6,30.1,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"402","Yongledianzhen, Tongzhou",170,473,39.712,116.783,"http://aqicn.org/city/beijing/jingdongnanyongledian/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,70,7.6,21.1,170,6.4,30.5,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"403","Yufazhen, Daxing",171,474,39.52,116.3,"http://aqicn.org/city/beijing/jingnanyufa/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,79,4.1,11.5,171,5.5,31.3,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"404","Liulihezhen, Fangshan",178,475,39.58,116,"http://aqicn.org/city/beijing/jingxinanliulihe/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,94,12.2,29.8,178,6.4,15.5,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"405","Qianmen E St, Dongcheng",174,476,39.899,116.395,"http://aqicn.org/city/beijing/qianmendongdajie/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,79,14.2,33.9,174,7.3,22,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"406","Yongdingmen Inner St",173,477,39.876,116.394,"http://aqicn.org/city/beijing/yongdingmennadajie/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,73,18.8,29.8,173,5.5,21.2,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"407","Xizhimen N St",174,478,39.954,116.349,"http://aqicn.org/city/beijing/xizhimenbeidajie/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,81,9.2,49.9,174,10.9,13.5,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"408","South Ring Road",177,479,39.856,116.368,"http://aqicn.org/city/beijing/nansanhuanxilu/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,87,16.3,43.5,177,7.3,8.6,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"409","East Fourth Ring Road",170,480,39.939,116.483,"http://aqicn.org/city/beijing/dongsihuanbeilu/","pm25","2017-03-30 00:00:00","+08:00",12,58,1018,108,10.2,14.7,170,5.5,26.9,1.8,NA,160,4,NA,NA,NA,NA,2017-03-29 22:53:55
"410","Putuo",134,481,31.234814,121.410728,"http://aqicn.org/city/shanghai/putuojiancezhan/","pm25","2017-03-30 00:00:00","+08:00",11,76,1023,49,5.1,18.3,134,5.5,37.8,3.1,NA,50,7,NA,NA,NA,NA,2017-03-29 22:53:55
"411","Yangpu Sipiao",104,482,31.2659,121.536,"http://aqicn.org/city/shanghai/yangpusipiao/","pm25","2017-03-30 00:00:00","+08:00",11,76,1023,50,4.1,16,104,5.5,42.3,3.1,NA,50,7,NA,NA,NA,NA,2017-03-29 22:53:55
"412","Shanghai Normal College Primary Division",124,483,31.201014,121.483231,"http://aqicn.org/city/shanghai/luwanshizhuanfuxiao/","pm25","2017-03-30 00:00:00","+08:00",11,76,1023,49,5.1,17.9,124,4.6,34.2,3.1,NA,50,7,NA,NA,NA,NA,2017-03-29 22:53:55
"413","Dianshan Lake",153,484,31.0935,120.978,"http://aqicn.org/city/shanghai/qingpudianshanhu/","pm25","2017-03-30 00:00:00","+08:00",11,76,1023,57,4.6,22.9,153,4.6,17.5,3.1,NA,50,7,NA,NA,NA,NA,2017-03-29 22:53:55
"414","Hongkou Liangcheng",80,485,31.3008,121.467,"http://aqicn.org/city/shanghai/hongkouliangcheng/","pm25","2017-03-30 00:00:00","+08:00",11,76,1023,34,3.6,17.9,80,5.5,37.4,3.1,NA,50,7,NA,NA,NA,NA,2017-03-29 22:53:55
"415","Jingan",134,486,31.2261,121.425,"http://aqicn.org/city/shanghai/jinganjiancezhan/","pm25","2017-03-30 00:00:00","+08:00",11,76,1023,50,5.6,20.2,134,6.4,37,3.1,NA,50,7,NA,NA,NA,NA,2017-03-29 22:53:55
"416","Shanghai Normal University",132,487,31.1654,121.412,"http://aqicn.org/city/shanghai/xuhuishangshida/","pm25","2017-03-30 00:00:00","+08:00",11,76,1023,54,4.6,18.3,132,5.5,30.5,3.1,NA,50,7,NA,NA,NA,NA,2017-03-29 22:53:55
"417","Chuansha",87,488,31.1907,121.703,"http://aqicn.org/city/shanghai/pudongchuansha/","pm25","2017-03-30 00:00:00","+08:00",11,76,1023,30,3.1,10.1,87,5.5,51.3,3.1,NA,50,7,NA,NA,NA,NA,2017-03-29 22:53:55
"418","Zhangjiang",119,489,31.2071,121.577,"http://aqicn.org/city/shanghai/pudongzhangjiang/","pm25","2017-03-30 00:00:00","+08:00",11,76,1023,43,4.6,11,119,5.5,47.2,3.1,NA,50,7,NA,NA,NA,NA,2017-03-29 22:53:55
"419","Lingshan Road",109,490,31.2284,121.533,"http://aqicn.org/city/shanghai/pudongjiancezhan/","pm25","2017-03-30 00:00:00","+08:00",11,76,1023,39,4.6,12.8,109,5.5,43.9,3.1,NA,50,7,NA,NA,NA,NA,2017-03-29 22:53:55
