"","name","aqi","idx","lat","lon","url","dominentpol","time","tz","t","h","p","pm10","so2","no2","pm25","co","o3","w","r","wd","d","pol","uvi","mepaqi","pm1","time_estern"
"4274","Wakayama",21,4888,33.9320965,135.9692071,"http://aqicn.org/city/japan/jiyejunshangbeishancun/datai/","pm25","2017-03-27 09:00:00","+09:00",10.15,61,978.17,10,NA,1,21,NA,41.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4275","Wakayama",46,5590,34.2305113,135.1708083,"http://aqicn.org/city/wakayama/","pm25","2017-03-27 09:00:00","+09:00",9.94,55,1014.5,13,2.9,11.2,46,NA,28.9,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4276","Obamacho Kitahonmachi, Unzen, Nagasaki",68,4889,32.7321591,130.2112006,"http://aqicn.org/city/japan/unzenshi/obamataikisokuteikyoku/","pm25","2017-03-27 09:00:00","+09:00",10.07,62,1019,20,1.5,NA,68,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4277","Yamashina, Kanazawa, Ishikawa",30,4890,36.530501,136.6449068,"http://aqicn.org/city/japan/kanazawashi/yamashina/","pm25","2017-03-27 09:00:00","+09:00",6.15,87,1000.57,9,1.5,4.7,30,2.3,32,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4278","Motojonai, Kaminoyama, Yamagata",13,4891,38.1582585,140.2769143,"http://aqicn.org/city/japan/shangshanshi/shangshanyuanchengna/","pm25","2017-03-27 09:00:00","+09:00",2.58,97,1011,2,4.3,13.9,13,4.5,12.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4279","Yamagata",38,4892,39.0146158,139.9073521,"http://aqicn.org/city/japan/akumigunyusamachi/yusa/","pm25","2017-03-27 09:00:00","+09:00",5.15,100,1012,6,1.5,2.8,38,NA,368,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4280","Jichumachi, Kanazawa, Ishikawa",25,4893,36.5980112,136.6030134,"http://aqicn.org/city/japan/kanazawashi/seibu/","pm25","2017-03-27 09:00:00","+09:00",6.15,87,1000.57,13,1.5,10.2,25,2.3,36.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4281","Kosakamachi, Kanazawa, Ishikawa",30,4894,36.5952544,136.6762218,"http://aqicn.org/city/japan/kanazawashi/hokubu/","pm25","2017-03-27 09:00:00","+09:00",6.15,87,1000.57,3,1.5,9.3,30,2.3,32,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4282","Nakagawacho Kuroji, Anan, Tokushima",21,4895,33.9636504,134.6414558,"http://aqicn.org/city/japan/ananshi/nakagawa/","pm25","2017-03-27 09:00:00","+09:00",9.94,55,1014.5,8,1.5,4.7,21,NA,36.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4283","Wakimachi Oaza Inoshiri, Mima, Tokushima",38,4896,34.0655131,134.162842,"http://aqicn.org/city/japan/mimashi/wakimachi/","pm25","2017-03-27 09:00:00","+09:00",8.71,87,1001.75,10,1.5,4.7,38,NA,33.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4284","Ikedacho Machi, Miyoshi, Tokushima",21,4897,34.0281684,133.7985313,"http://aqicn.org/city/japan/sanhaoshi/chitian/","pm25","2017-03-27 09:00:00","+09:00",8.71,87,1001.75,8,1.5,6.5,21,NA,25.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4285","Nishinoji, Tokushima",38,4898,33.7773037,134.5984426,"http://aqicn.org/city/japan/haibujunmeiboding/youqi/","pm25","2017-03-27 09:00:00","+09:00",9.94,55,1014.5,8,1.5,1.9,38,NA,39.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4286","Asahimachi, Imabari, Ehime",25,4899,34.0632206,132.9993764,"http://aqicn.org/city/japan/jinzhishi/jinzhixu/","pm25","2017-03-27 09:00:00","+09:00",8.08,70,1017,8,2.9,2.8,25,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4287","Tenjinmachi, Uwajima, Ehime",34,4900,33.2276539,132.5705232,"http://aqicn.org/city/japan/uwajimashi/uwajima/","pm25","2017-03-27 09:00:00","+09:00",9.15,70,1017,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4288","Kitahama, Yawatahama, Ehime",30,4901,33.4615619,132.4223419,"http://aqicn.org/city/japan/bafanbinshi/bafanbin/","pm25","2017-03-27 09:00:00","+09:00",8.08,70,1017,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4289","Kuma, Ehime",9,4902,33.6546807,132.9030154,"http://aqicn.org/city/japan/shangfuxuejunjiuwanding/jiuwangaoyuan/","pm25","2017-03-27 09:00:00","+09:00",8.08,70,1017,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4290","Barnstaple A39",68,4903,51.074793,-4.041924,"http://aqicn.org/city/united-kingdom/barnstaple-a39/","pm25","2017-03-27 00:00:00","+00:00",8.61,87,1022,27,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4291","Glasgow Townhead",72,4904,55.865782,-4.243631,"http://aqicn.org/city/united-kingdom/glasgow-townhead/","pm25","2017-03-27 00:00:00","+00:00",2.73,100,1026,29,NA,17.4,72,NA,12.3,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4292","Glasgow Townhead",72,6003,55.865782,-4.243631,"http://aqicn.org/city/united-kingdom/scotland/glasgow-townhead/","pm25","2017-03-26 22:00:00","+00:00",3.14,100,1027,26,NA,18.3,72,NA,12.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4293","Leicester University",33,4905,52.619823,-1.127311,"http://aqicn.org/city/united-kingdom/leicester-university/","pm25","2017-03-27 00:00:00","+00:00",6.15,93,1026,14,0.7,3.2,33,NA,27.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4294","Leppävaara 4, Espoo",10,4906,60.22024,24.81133,"http://aqicn.org/city/finland/espoo/leppavaara-4/","pm25","2017-03-27 04:00:00","+03:00",4,60.3,1007.4,6,0.2,0.8,10,NA,NA,4,3,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4295","Luukki, Espoo",37,4907,60.31439,24.68486,"http://aqicn.org/city/finland/espoo/luukki/","o3","2017-03-27 04:00:00","+03:00",4.6,56.6,1007,6,0.2,0.2,21,NA,36.6,5,3,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4296","Kallio 2, Helsinki",38,4908,60.18739,24.9506,"http://aqicn.org/city/finland/helsinki/kallio-2/","o3","2017-03-27 04:00:00","+03:00",4.6,56.6,1007,9,0.2,0.8,16,NA,37.8,5,3,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4297","Mannerheimintie, Helsinki",18,4909,60.16964,24.93924,"http://aqicn.org/city/finland/helsinki/mannerheimintie/","pm10","2017-03-27 04:00:00","+03:00",4,60.3,1007.4,18,0.2,5.2,13,NA,NA,4,3,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4298","Vartiokylä Huivipolku, Helsinki",55,4910,60.22393,25.10244,"http://aqicn.org/city/finland/helsinki/vartiokyla-huivipolku/","pm25","2017-03-27 04:00:00","+03:00",4,60.3,1007.4,7,0.2,2.4,55,NA,37.5,4,3,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4299","Tikkurila 3, Vantaa",38,4911,60.28995,25.03953,"http://aqicn.org/city/finland/vantaa/tikkurila-3/","o3","2017-03-27 04:00:00","+03:00",4.6,56.6,1007,7,0.2,0.3,21,NA,37.5,5,3,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4300","Vallila 1, Helsinki",NA,4912,60.19367,24.96395,"http://aqicn.org/city/finland/helsinki/vallila-1/","","2015-04-29 17:00:00","+0200",3.7,99,1017.57,NA,NA,NA,NA,NA,22,7.15,6.7,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4301","Lyseo 2, Jyväskylä",8,4913,62.24305,25.74321,"http://aqicn.org/city/finland/jyvaskyla/lyseo-2/","pm10","2017-03-27 04:00:00","+03:00",1.71,59,1005,8,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4302","Maaherrankatu, Kuopio",35,4914,62.8935,27.6883,"http://aqicn.org/city/finland/kuopio/maaherrankatu/","o3","2017-03-27 04:00:00","+03:00",1.15,64,1001,9,2.1,0.5,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4303","Oulun keskusta 2, Oulu",35,4915,65.00997,25.47132,"http://aqicn.org/city/finland/oulu/oulun-keskusta-2/","o3","2017-03-27 04:00:00","+03:00",1.15,59,1003,6,0.6,0.5,21,NA,34.7,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4304","Porin keskusta, Pori",NA,4916,61.4826,21.79968,"http://aqicn.org/city/finland/pori/porin-keskusta/","","2016-10-24 07:00:00","+03:00",5.64,85,1047.1,8,1.6,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4305","Pyykösjärvi, Oulu",35,4917,65.04338,25.4979,"http://aqicn.org/city/finland/oulu/pyykosjarvi/","o3","2017-03-27 04:00:00","+03:00",1.15,59,1003,6,0.6,0.5,NA,NA,34.7,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4306","Epila 2, Tampere",9,4918,61.50854,23.67583,"http://aqicn.org/city/finland/tampere/epila-2/","pm25","2017-03-27 04:00:00","+03:00",2.15,64,1010,4,NA,2.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4307","Kaleva, Tampere",25,4919,61.4991,23.80221,"http://aqicn.org/city/finland/tampere/kaleva/","pm25","2017-03-27 04:00:00","+03:00",2.15,64,1010,8,NA,21.5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4308","Linja-autoasema, Tampere",21,4920,61.49307,23.76938,"http://aqicn.org/city/finland/tampere/linja-autoasema/","pm25","2017-03-27 04:00:00","+03:00",2.15,64,1010,8,NA,3.7,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4309","Pirkankatu, Tampere",7,4921,61.49873,23.73569,"http://aqicn.org/city/finland/tampere/pirkankatu/","pm10","2017-03-27 04:00:00","+03:00",2.15,64,1010,7,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4310","Kaleva, Harjavalta",13,4922,61.31495,22.13671,"http://aqicn.org/city/finland/harjavalta/kaleva/","so2","2017-03-27 04:00:00","+03:00",5.15,56,1012,10,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4311","Pirkkala, Harjavalta",7,4923,61.33169,22.1433,"http://aqicn.org/city/finland/harjavalta/pirkkala/","pm10","2017-03-27 04:00:00","+03:00",5.15,56,1012,7,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4312","Raja-Jooseppi, Inari",35,4924,68.47701,28.3031,"http://aqicn.org/city/finland/inari/raja-jooseppi/","o3","2017-03-27 04:00:00","+03:00",-0.85,63,983,9,0.7,NA,NA,NA,35.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4313","Palokka 2, Jyväskylä",4,4925,62.28999,25.70917,"http://aqicn.org/city/finland/jyvaskyla/palokka-2/","pm10","2017-03-27 04:00:00","+03:00",1.71,59,1005,4,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4314","Ykspihlaja, Kokkola",7,4926,63.84157,23.04219,"http://aqicn.org/city/finland/kokkola/ykspihlaja/","pm10","2017-03-27 04:00:00","+03:00",2.15,59,1009,7,3.3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4315","Sorsasalo, Kuopio",35,4927,62.95559,27.69704,"http://aqicn.org/city/finland/kuopio/sorsasalo/","o3","2017-03-27 04:00:00","+03:00",1.15,64,1001,8,2.1,0.5,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4316","Utö, Länsi-Turunmaa",NA,4928,59.77923,21.37395,"http://aqicn.org/city/finland/lansi-turunmaa/uto/","","2016-03-21 11:00:00","+02:00",1,67.7,1003.4,NA,0.3,0.5,10,NA,31,1,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4317","Sammaltunturi, Muonio",35,4929,67.96715,24.11233,"http://aqicn.org/city/finland/muonio/sammaltunturi/","o3","2017-03-27 04:00:00","+03:00",-1.85,68,986,1,0.3,0.3,NA,NA,34.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4318","Naantalin keskusta, Naantali",30,4930,60.46744,22.0284,"http://aqicn.org/city/finland/naantali/naantalin-keskusta/","o3","2017-03-27 04:00:00","+03:00",3.3,74.5,1009.3,12,0.6,1,NA,NA,30.1,7,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4319","Bottenviksvägen, Pietarsaari",6,4931,63.67912,22.71837,"http://aqicn.org/city/finland/pietarsaari/bottenviksvagen/","pm10","2017-03-27 04:00:00","+03:00",2.15,59,1009,6,0.3,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4320","Merikatu, Raahe",10,4932,64.67671,24.46898,"http://aqicn.org/city/finland/raahe/merikatu/","pm25","2017-03-27 04:00:00","+03:00",1.15,59,1015.05,7,2.3,1.8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4321","Virolahti 2, Virolahti",39,4933,60.53002,27.6754,"http://aqicn.org/city/finland/virolahti/virolahti-2/","o3","2017-03-27 04:00:00","+03:00",3.2,65.7,1001.6,4,NA,0.4,5,NA,39.4,6,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4322","Äänekoski Hiski, Äänekoski",21,4934,62.6017,25.73615,"http://aqicn.org/city/finland/aanekoski/aanekoski-hiski/","pm10","2017-03-27 04:00:00","+03:00",1.15,64,1005,21,0.8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4323","Kasarmipuisto, Kuopio",35,4935,62.8936,27.66952,"http://aqicn.org/city/finland/kuopio/kasarmipuisto/","o3","2017-03-27 04:00:00","+03:00",1.15,64,1001,7,2.1,5.5,13,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4324","Vaasa vesitorni, Vaasa",38,4936,63.10121,21.60407,"http://aqicn.org/city/finland/vaasa/vaasa-vesitorni/","o3","2017-03-27 04:00:00","+03:00",3.15,59,998,3,NA,6.4,13,NA,38.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4325","Oriketo, Turku",NA,4937,60.47699,22.30944,"http://aqicn.org/city/finland/turku/oriketo/","","2016-01-25 14:00:00","+02:00",-1.2,92.9,1015.1,NA,NA,30.7,NA,NA,19,2,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4326","Kaarina, Kaarina",30,4938,60.40831,22.37835,"http://aqicn.org/city/finland/kaarina/kaarina/","o3","2017-03-27 04:00:00","+03:00",3,75.5,1009.5,4,NA,1,NA,NA,30.1,7,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4327","Parainen III, Länsi-Turunmaa",NA,4939,60.30372,22.28294,"http://aqicn.org/city/finland/lansi-turunmaa/parainen-iii/","","2015-06-02 13:00:00","+0200",13.15,54,1007,11,NA,1.4,NA,NA,31,5.1,0,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4328","Raision keskusta, Raisio",30,4940,60.48225,22.1655,"http://aqicn.org/city/finland/raisio/raision-keskusta/","o3","2017-03-27 04:00:00","+03:00",3.3,74.5,1009.3,5,NA,1,NA,NA,30.1,7,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4329","Turun kauppatori, Turku",30,4941,60.45195,22.26768,"http://aqicn.org/city/finland/turku/turun-kauppatori/","o3","2017-03-27 04:00:00","+03:00",3,75.5,1009.5,8,NA,1,NA,NA,30.1,7,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4330","Saimaankatu, Lahti",37,4942,25.66579,60.99129,"http://aqicn.org/city/finland/lahti/saimaankatu/","o3","2017-03-27 04:00:00","+03:00",3.3,75,1007.6,6,NA,1,16,NA,37.1,11,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4331","Laune, Lahti",37,4943,60.96704,25.65489,"http://aqicn.org/city/finland/lahti/laune/","o3","2017-03-27 04:00:00","+03:00",3.3,75,1007.6,16,NA,1.1,NA,NA,37.1,11,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4332","Mansikkala, Imatra",4,4944,61.18892,28.77012,"http://aqicn.org/city/finland/imatra/mansikkala/","pm10","2017-03-27 01:00:00","+03:00",4.2,75.2,999.5,4,0.6,0.5,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4333","Rautionkylä, Imatra",8,4945,61.23807,28.87369,"http://aqicn.org/city/finland/imatra/rautionkyla/","pm10","2017-03-27 04:00:00","+03:00",2.15,55,1003,8,0.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4334","Joutsenon keskusta, Lappeenranta",12,4946,61.11709,28.49849,"http://aqicn.org/city/finland/lappeenranta/joutsenon-keskusta/","pm10","2017-03-27 04:00:00","+03:00",2.7,70.1,1002.1,12,0.6,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4335","Pulp, Lappeenranta",21,4947,61.12536,28.45078,"http://aqicn.org/city/finland/lappeenranta/pulp/","pm25","2017-03-27 03:00:00","+03:00",3.2,65.7,1001.6,8,0.6,NA,21,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4336","Teppanala, Imatra",9,4949,61.15304,28.81014,"http://aqicn.org/city/finland/imatra/teppanala/","pm25","2017-03-27 01:00:00","+03:00",4.2,75.2,999.5,3,NA,NA,9,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4337","Koskikatu 1, Joensuu",10,4950,62.59909,29.7634,"http://aqicn.org/city/finland/joensuu/koskikatu-1/","pm25","2017-03-27 03:00:00","+03:00",1.65,59,997,8,NA,10.4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4338","Matorova, Kittilä",35,4951,68.00049,24.24566,"http://aqicn.org/city/finland/kittila/matorova/","o3","2017-03-27 04:00:00","+03:00",-1.85,68,986,1,0.3,0.3,5,NA,34.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4339","Keskusta, Pitkänsillankatu, Kokkola",NA,4952,63.83764,23.1316,"http://aqicn.org/city/finland/kokkola/keskusta--pitkansillankatu/","","","+0200",-3.22,94,997.4,NA,NA,NA,NA,NA,NA,1.62,0,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4340","Tasavallankatu, Kuopio",35,4953,62.88205,27.66197,"http://aqicn.org/city/finland/kuopio/tasavallankatu/","o3","2017-03-27 04:00:00","+03:00",1.15,64,1001,5,2.1,3.1,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4341","Lappeenrannan keskusta 4, Lappeenranta",10,4954,61.05576,28.18431,"http://aqicn.org/city/finland/lappeenranta/lappeenrannan-keskusta-4/","pm10","2017-03-27 04:00:00","+03:00",2.7,70.1,1002.1,10,NA,0.5,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4342","Nahkurintori 2, Lohja",12,4955,60.25145,24.06287,"http://aqicn.org/city/finland/lohja/nahkurintori-2/","pm25","2017-03-27 04:00:00","+03:00",3,75.5,1009.5,6,NA,0.2,12,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4343","Pääterveysasema, Varkaus",10,4956,62.32958,27.88931,"http://aqicn.org/city/finland/varkaus/paaterveysasema/","pm25","2017-03-27 04:00:00","+03:00",2.15,59,1000,10,NA,1.1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4344","Heinolan keskusta, Heinola",NA,4957,61.20313,26.03319,"http://aqicn.org/city/finland/heinola/heinolan-keskusta/","","2016-01-27 13:00:00","+02:00",3.5,93.8,994.2,3,NA,4,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4345","Hyvinkää, Hyvinkää",NA,4958,60.63273,24.86124,"http://aqicn.org/city/finland/hyvinkaa/hyvinkaa/","","","+0200",3.03,74,991.56,NA,NA,NA,NA,NA,NA,2.57,0,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4346","Niittykatu, Hämeenlinna",9,4959,60.99934,24.45538,"http://aqicn.org/city/finland/hameenlinna/niittykatu/","pm10","2017-03-27 04:00:00","+03:00",4,60.3,1007.4,9,NA,1,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4347","Seppolantie, Jämsä",43,4960,61.8652,25.19735,"http://aqicn.org/city/finland/jamsa/seppolantie/","pm10","2017-03-27 04:00:00","+03:00",1.59,59,1008,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4348","Kajaanin keskusta 3, Kajaani",4,4961,64.22444,27.73333,"http://aqicn.org/city/finland/kajaani/kajaanin-keskusta-3/","pm10","2017-03-27 04:00:00","+03:00",-0.85,68,1000,4,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4349","Kirjastotalo, Kotka",5,4962,60.4655,26.93893,"http://aqicn.org/city/finland/kotka/kirjastotalo/","pm10","2017-03-27 03:00:00","+03:00",3.6,72.4,1007.2,5,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4350","Rauhala, Kotka",6,4963,60.51316,26.94621,"http://aqicn.org/city/finland/kotka/rauhala/","pm10","2017-03-27 04:00:00","+03:00",3.3,75,1007.6,6,NA,1.9,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4351","Ihalainen, Lappeenranta",10,4964,61.04082,28.1765,"http://aqicn.org/city/finland/lappeenranta/ihalainen/","pm10","2017-03-27 04:00:00","+03:00",2.7,70.1,1002.1,10,NA,1.4,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4352","Lauritsala, Lappeenranta",6,4965,61.07194,28.26409,"http://aqicn.org/city/finland/lappeenranta/lauritsala/","pm10","2017-03-27 04:00:00","+03:00",2.7,70.1,1002.1,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4353","Porrassalmenkatu, Mikkeli",NA,4966,61.68636,27.27334,"http://aqicn.org/city/finland/mikkeli/porrassalmenkatu/","","2016-01-04 09:00:00","+02:00",-13.2,85.6,1011.2,10,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4354","Raahen keskusta 2, Raahe",6,4967,24.48162,64.68337,"http://aqicn.org/city/finland/raahe/raahen-keskusta-2/","pm10","2017-03-27 04:00:00","+03:00",1.15,59,1015.05,6,2.3,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4355","Hallikatu, Rauma",13,4968,61.12986,21.4997,"http://aqicn.org/city/finland/rauma/hallikatu/","pm10","2017-03-27 04:00:00","+03:00",5.15,56,1012,13,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4356","Vapaudentie 6a, Seinäjoki",7,4969,22.83932,62.7785,"http://aqicn.org/city/finland/seinajoki/vapaudentie-6a/","pm10","2017-03-27 04:00:00","+03:00",2.72,64,1010,7,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4357","Vaasan keskusta, Vaasa",38,4970,63.09515,21.61832,"http://aqicn.org/city/finland/vaasa/vaasan-keskusta/","o3","2017-03-27 04:00:00","+03:00",3.15,59,998,22,NA,6.4,NA,NA,38.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4358","Hiekkatekonurmi, Valkeakoski",NA,4971,61.27156,24.02849,"http://aqicn.org/city/finland/valkeakoski/hiekkatekonurmi/","","2016-01-04 08:00:00","+02:00",-11.7,82.4,1009.9,9,1.1,2.1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4359","Psaari 2, Varkaus",10,4972,27.88699,62.31391,"http://aqicn.org/city/finland/varkaus/psaari-2/","pm10","2017-03-27 04:00:00","+03:00",2.15,59,1000,10,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4360","Valparaiso",38,4974,-33.049743798096,-71.614167231712,"http://aqicn.org/city/chile/valparaiso/","pm25","2017-03-26 21:00:00","-03:00",17.3,48,1016,24,10.6,18,38,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4361","Copiapo Sivica",54,4975,-27.370329154948,-70.323906678352,"http://aqicn.org/city/chile/copiapo-sivica/","pm25","2017-03-26 20:00:00","-03:00",18.15,72,1015,43,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4362","La Serena",8,4976,-29.933006518748,-71.261966365967,"http://aqicn.org/city/chile/la-serena/","pm25","2017-03-26 20:00:00","-03:00",17.15,77,1014,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4363","Coquimbo",47,4977,-29.970390235273,-71.336038250122,"http://aqicn.org/city/chile/coquimbo/","pm25","2017-03-26 22:00:00","-03:00",17.15,77,1014,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4364","Viña del Mar",24,4978,-33.020419817382,-71.550092842922,"http://aqicn.org/city/chile/vina-del-mar/","pm10","2017-03-26 21:00:00","-03:00",17.21,77,1015,24,10.6,18,16,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4365","Quilpue",NA,4979,-33.047466597243,-71.434512871895,"http://aqicn.org/city/chile/quilpue/","","2016-10-14 06:00:00","-0300",10.83,75,NA,28,8.7,17.3,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4366","Coyhaique 2",NA,4980,-45.578553800868,-72.050315875206,"http://aqicn.org/city/chile/coyhaique-2/","","2015-01-26 08:00:00","-0300",15.45,51,NA,NA,NA,NA,NA,NA,7,1.72,0,NA,NA,NA,3.6462,NA,NA,2017-03-27 00:41:11
